,ZIP,UNITID,INSTNM,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PCTFLOAN,CDR3,UGDS_MEN,UGDS_WOMEN,LPSTAFFORD_CNT,LPSTAFFORD_AMT,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,PredominantDegree,HighestDegree,FundingModel,Region,Geography,AdmissionRate,ACTMedian,SATAverage,AverageCost,Expenditure,AverageFacultySalary,MedianDebt,AverageAgeofEntry,MedianFamilyIncome,MedianEarnings,LAT,LNG
452,48109,170976,University of Michigan-Ann Arbor,30079.0,0.5853,0.0427,0.0633,0.1468,0.0012,0.0005,0.0443,0.07,0.046,0.2996,0.011,0.5026,0.4974,67950.0,1968492423.0,0.0,0.0125,0.0056,0.0119,0.0332,0.0,0.1071,0.0,0.0087,0.1591,0.0,0.0213,0.0,0.0,0.0203,0.0081,0.0,0.0915,0.0282,0.0,0.0395,0.0372,0.0043,0.0,0.0181,0.0,0.0911,0.0,0.0102,0.1174,0.0,0.0,0.0,0.0,0.0519,0.0334,0.0787,0.0106,Bachelor's,Graduate,Public,Great Lakes,Mid-size City,0.3326,30,1352,25760,22051,10509,21000.0,20.8799992,69630.0,53400,42.289187,-83.70878
453,49931,171128,Michigan Technological University,5736.0,0.8811,0.0101,0.0214,0.0167,0.004,0.0003,0.0317,0.019,0.0155,0.5625,0.028,0.7265,0.2735,14122.0,231430853.0,0.0,0.0351,0.0,0.0,0.0111,0.0094,0.0608,0.0,0.0,0.6435,0.0497,0.0017,0.0,0.0,0.0034,0.0009,0.0,0.0197,0.0197,0.0,0.0206,0.0163,0.0,0.0,0.024,0.0,0.0094,0.0,0.0,0.0094,0.0,0.0,0.0,0.0,0.0009,0.0111,0.0523,0.0009,Bachelor's,Graduate,Public,Great Lakes,Remote Town,0.7659,27,1206,24724,11415,9142,21812.0,19.9200001,76868.5,57400,47.084375,-88.572787
454,48128,171137,University of Michigan-Dearborn,6965.0,0.6884,0.0836,0.0623,0.0831,0.003,0.0013,0.0322,0.0195,0.0266,0.6283,0.059,0.5407,0.4593,22089.0,506341449.0,0.0,0.0114,0.0,0.0121,0.0449,0.0,0.0606,0.0,0.0492,0.1897,0.0,0.01,0.0007,0.0,0.0235,0.0278,0.0,0.0792,0.0178,0.0,0.0021,0.0,0.0071,0.0,0.005,0.0,0.0827,0.0335,0.0,0.072,0.0,0.0,0.0,0.0,0.0014,0.0307,0.2247,0.0136,Bachelor's,Graduate,Public,Great Lakes,Small City,0.6284,25,1125,15831,9628,8640,18750.0,23.4599991,38952.0,42900,42.320411,-83.259969
455,48502,171146,University of Michigan-Flint,5343.0,0.7004,0.1308,0.0496,0.0187,0.0069,0.0011,0.0352,0.0337,0.0236,0.5197,0.06,0.3854,0.6146,27743.0,747543733.0,0.0,0.0148,0.0,0.0009,0.0349,0.0,0.0453,0.0,0.0506,0.0244,0.0,0.0,0.0,0.0,0.0218,0.0,0.0,0.0636,0.0044,0.0,0.0201,0.0,0.0026,0.0,0.0061,0.0,0.0846,0.0183,0.0436,0.0192,0.0,0.0,0.0,0.0,0.0244,0.3444,0.1639,0.0122,Bachelor's,Graduate,Public,Great Lakes,Mid-size City,0.7809,21,993,16731,7620,7606,21176.0,25.0699997,38562.0,36700,43.013727,-83.688376
456,49855,171456,Northern Michigan University,6722.0,0.8558,0.0201,0.0378,0.0055,0.0118,0.0003,0.047,0.0107,0.011,0.597,0.085,0.4479,0.5521,29822.0,489319957.0,0.0,0.0448,0.0,0.0058,0.0273,0.0,0.0195,0.0097,0.0409,0.0,0.0273,0.0045,0.0013,0.0026,0.0253,0.0383,0.0,0.0734,0.0084,0.0065,0.0058,0.0416,0.0045,0.0,0.0149,0.0,0.0273,0.0591,0.0221,0.0357,0.0221,0.0188,0.0195,0.0,0.0676,0.1741,0.141,0.0097,Bachelor's,Graduate,Public,Great Lakes,Remote Town,0.7313,22,1030,18466,6506,7442,14601.0,21.3400002,57707.0,30800,46.578823,-87.455319
457,48309,171571,Oakland University,15476.0,0.7388,0.077,0.0389,0.0478,0.003,0.001,0.0326,0.0218,0.0392,0.5062,0.044,0.4369,0.5631,50212.0,1217913788.0,0.0,0.0087,0.0,0.0012,0.0576,0.0,0.0407,0.0,0.044,0.0823,0.0,0.0097,0.0,0.0045,0.0265,0.0344,0.0,0.0615,0.0054,0.0,0.0,0.0,0.0027,0.0,0.0027,0.0,0.0549,0.0226,0.0344,0.0338,0.0,0.0,0.0,0.0,0.0389,0.2265,0.196,0.0109,Bachelor's,Graduate,Public,Great Lakes,Large Suburb,0.66,23,1070,19198,7570,8482,18250.0,22.1900005,56986.0,37900,42.657213,-83.186577
458,49076,171599,Olivet College,986.0,0.6531,0.2039,0.0568,0.0041,0.002,0.001,0.0497,0.0081,0.0213,0.7562,0.128,0.5761,0.4239,6238.0,128955558.0,0.0,0.0331,0.0,0.0,0.0442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.0,0.0,0.105,0.0055,0.0,0.0,0.1713,0.0,0.0,0.0055,0.0,0.0276,0.116,0.0,0.0276,0.0,0.0,0.0,0.0,0.0276,0.0,0.4088,0.0221,Bachelor's,Graduate,Private,Great Lakes,Distant Rural,0.5148,20,927,31515,5069,5258,19000.0,20.3700008,57515.0,31000,42.428635,-84.88033
459,48710,172051,Saginaw Valley State University,7431.0,0.7428,0.0795,0.0463,0.0081,0.0022,0.0001,0.0315,0.0567,0.0328,0.6192,0.081,0.4029,0.5971,32074.0,687556097.0,0.0,0.0,0.0,0.0,0.05,0.0,0.025,0.0,0.0479,0.0443,0.015,0.0064,0.0,0.0,0.0279,0.02,0.0,0.0407,0.0064,0.0,0.0021,0.0507,0.0,0.0,0.0107,0.0,0.04,0.0493,0.0757,0.0193,0.0,0.0,0.0,0.0,0.0414,0.225,0.1907,0.0114,Bachelor's,Graduate,Public,Great Lakes,Fringe Rural,0.7865,21,990,17876,6129,7489,19000.0,22.3899994,51643.0,35000,43.556513,-83.987669
460,49283,172334,Spring Arbor University,1671.0,0.7516,0.1149,0.0407,0.0108,0.0048,0.0012,0.0257,0.0024,0.0479,0.6903,0.061,0.3178,0.6822,17086.0,462765327.0,0.0,0.0,0.0,0.0,0.0339,0.0,0.0051,0.0,0.0712,0.0017,0.0,0.0,0.0356,0.0,0.0186,0.039,0.0,0.0136,0.0,0.0,0.0136,0.0254,0.0085,0.0441,0.0068,0.0,0.039,0.0169,0.1712,0.0119,0.0,0.0,0.0,0.0,0.0356,0.1898,0.2169,0.0017,Bachelor's,Graduate,Private,Great Lakes,Small Suburb,0.6505,23,1069,32709,6679,4953,20729.0,28.6100006,55009.5,34800,42.207352,-84.550568
461,49930,172440,Finlandia University,405.0,0.5309,0.0494,0.0395,0.0025,0.0123,0.0074,0.0321,0.0025,0.3235,0.9005,0.133,0.5111,0.4889,3320.0,57191331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0145,0.1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.029,0.0,0.0,0.0,0.0,0.1014,0.4783,0.2174,0.0,Bachelor's,Bachelor's,Private,Great Lakes,Remote Town,0.5883,20,930,29377,7809,4912,20755.0,22.3199997,41922.5,25500,47.16548,-88.539664
462,49008,172699,Western Michigan University,17519.0,0.6885,0.1156,0.0711,0.0209,0.0049,0.001,0.0361,0.0521,0.0099,0.6389,0.07,0.515,0.485,75437.0,1869239169.0,0.0008,0.0029,0.0003,0.0019,0.0473,0.0,0.0244,0.0,0.0425,0.0743,0.0146,0.0093,0.0324,0.0005,0.0127,0.0,0.0,0.0366,0.0056,0.0,0.0722,0.0353,0.0037,0.0,0.0114,0.0,0.0388,0.0289,0.0252,0.0303,0.0,0.0058,0.0,0.0292,0.0693,0.1219,0.2167,0.005,Bachelor's,Graduate,Public,Great Lakes,Small City,0.8285,22,1030,22483,9354,9016,20875.0,20.3700008,74325.0,37900,42.263841,-85.617047
463,56601,173124,Bemidji State University,4308.0,0.8343,0.0244,0.0288,0.0125,0.0276,0.0012,0.0367,0.0241,0.0104,0.5562,0.046,0.4345,0.5655,17570.0,261964405.0,0.0,0.0387,0.0,0.0035,0.0079,0.0,0.0167,0.0,0.1354,0.0,0.0449,0.0026,0.0,0.0,0.0185,0.0475,0.0,0.0536,0.0053,0.0,0.0035,0.0317,0.0,0.0,0.0079,0.0,0.0396,0.0589,0.0352,0.0158,0.0,0.0,0.0,0.0,0.0167,0.1935,0.219,0.0035,Bachelor's,Graduate,Public,Great Plains,Remote Town,0.6678,21,990,18166,5452,7669,13500.0,23.0799999,53717.0,35100,47.507374,-94.863994
464,56601,174525,Oak Hills Christian College,94.0,0.734,0.0745,0.0106,0.0106,0.0319,0.0,0.1383,0.0,0.0,0.6731,0.072,0.5532,0.4468,656.0,10597907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,Bachelor's,Bachelor's,Private,Great Plains,Remote Town,0.5873,20,930,25300,7682,4095,12000.0,21.7999992,43608.5,21000,47.507374,-94.863994
465,56001,173142,Bethany Lutheran College,599.0,0.7763,0.0301,0.0401,0.0167,0.0,0.0,0.0234,0.0985,0.015,0.5837,0.054,0.4825,0.5175,2201.0,27610205.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.0,0.0778,0.0333,0.0,0.0,0.0,0.0444,0.0889,0.0111,0.0,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0778,0.0,0.2222,0.0333,Bachelor's,Bachelor's,Private,Great Plains,Small City,0.7458,23,1070,32531,10189,4764,16450.0,20.0300007,68546.5,31400,44.128125,-93.97899
466,56001,173920,Minnesota State University-Mankato,11675.0,0.7287,0.0517,0.0491,0.0379,0.0025,0.0007,0.0325,0.0902,0.0068,0.5329,0.045,0.4744,0.5256,43351.0,721205876.0,0.0007,0.0044,0.0,0.0081,0.0646,0.0007,0.0239,0.0,0.0679,0.0389,0.0235,0.0048,0.0286,0.0,0.011,0.0477,0.0,0.0466,0.0048,0.0,0.0213,0.0694,0.0011,0.0,0.0059,0.0,0.0481,0.0356,0.0242,0.0484,0.0,0.0,0.0,0.0187,0.0294,0.1262,0.1905,0.0051,Bachelor's,Graduate,Public,Great Plains,Small City,0.6555,22,1030,17578,5706,8155,15116.0,20.7999992,71852.0,38100,44.128125,-93.97899
467,55057,173258,Carleton College,2046.0,0.5963,0.0479,0.0797,0.0821,0.001,0.0,0.0694,0.11,0.0137,0.4374,0.01,0.4951,0.5049,2518.0,26831925.0,0.0,0.0164,0.0,0.037,0.0,0.0,0.115,0.0,0.0,0.0,0.0,0.039,0.0,0.0,0.039,0.0,0.0,0.1027,0.076,0.0,0.0021,0.0,0.0411,0.0,0.1561,0.0,0.0657,0.0,0.0,0.1869,0.0,0.0,0.0,0.0,0.0739,0.0,0.0,0.0493,Bachelor's,Bachelor's,Private,Great Plains,Distant Town,0.2095,31,1406,58275,26533,10669,16644.0,19.3999996,91175.5,42700,44.470457,-93.176125
468,55057,174844,St Olaf College,3022.0,0.6923,0.0255,0.0672,0.0702,0.0003,0.0007,0.0357,0.0996,0.0086,0.515,0.005,0.4272,0.5728,6875.0,95695916.0,0.0,0.0191,0.0,0.0338,0.0,0.0,0.0279,0.0,0.0279,0.0,0.0,0.0587,0.0,0.0,0.0499,0.0132,0.0,0.1278,0.0778,0.0,0.0044,0.0235,0.0308,0.0015,0.0837,0.0,0.0734,0.0,0.0176,0.1689,0.0,0.0,0.0,0.0,0.1145,0.0264,0.0,0.0191,Bachelor's,Bachelor's,Private,Great Plains,Distant Town,0.5919,29,1290,50550,16054,8527,25000.0,19.4400005,98006.0,40200,44.470457,-93.176125
469,55104,173328,Concordia University-Saint Paul,2760.0,0.6297,0.1149,0.0522,0.0848,0.0054,0.0025,0.042,0.037,0.0315,0.6035,0.059,0.4098,0.5902,16046.0,325961768.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0231,0.0,0.0707,0.0,0.0,0.0,0.0566,0.0,0.0013,0.027,0.0,0.045,0.0064,0.0,0.0,0.1658,0.0,0.0051,0.0039,0.0,0.0733,0.0347,0.0,0.0039,0.0,0.0,0.0,0.0,0.0141,0.117,0.329,0.0051,Bachelor's,Graduate,Private,Great Plains,Large City,0.5239,21,991,40267,5381,4358,16667.0,26.1800003,57993.5,44700,44.953894,-93.164446
470,55104,173665,Hamline University,2077.0,0.6466,0.0896,0.0963,0.0751,0.0024,0.0005,0.0611,0.0063,0.0221,0.6785,0.034,0.3794,0.6206,15864.0,456239586.0,0.0,0.0157,0.0,0.0087,0.0226,0.0,0.0,0.0,0.0087,0.0,0.0,0.0122,0.0,0.1565,0.0696,0.0,0.0,0.047,0.0122,0.0,0.0765,0.0278,0.0139,0.0,0.047,0.0,0.0609,0.0087,0.0,0.1704,0.0,0.0,0.0,0.0,0.0504,0.0,0.1722,0.0191,Bachelor's,Graduate,Private,Great Plains,Large City,0.6557,24,1106,43433,7717,6607,18250.0,22.7800007,61451.0,43100,44.953894,-93.164446
471,56073,173452,Martin Luther College,803.0,0.9278,0.0137,0.0174,0.0075,0.0012,0.0025,0.0112,0.0187,0.0,0.4805,0.012,0.5006,0.4994,1721.0,21214087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bachelor's,Graduate,Private,Great Plains,Distant Town,0.9617,25,1125,20740,6768,4436,14999.0,19.8899994,63952.0,35400,44.30483,-94.464745
472,56082,173647,Gustavus Adolphus College,2229.0,0.7699,0.0301,0.0543,0.0561,0.0018,0.0013,0.0359,0.0408,0.0099,0.6552,0.014,0.4159,0.5841,7311.0,106986371.0,0.0,0.0235,0.0,0.0235,0.0502,0.0,0.0266,0.0,0.0674,0.0,0.0,0.0439,0.0,0.0,0.0376,0.0,0.0,0.0862,0.0502,0.0,0.0016,0.0564,0.0235,0.0,0.0627,0.0,0.0846,0.0,0.0,0.1348,0.0,0.0,0.0,0.0,0.0486,0.0486,0.1066,0.0235,Bachelor's,Bachelor's,Private,Great Plains,Fringe Town,0.6322,27,1224,48422,14254,7179,26000.0,19.4400005,93107.0,42400,44.357287,-94.036965
473,55105,173902,Macalester College,2160.0,0.5829,0.0343,0.0778,0.0801,0.0019,0.0005,0.0648,0.1556,0.0023,0.4232,0.008,0.4051,0.5949,3990.0,51125378.0,0.0,0.0447,0.0,0.0078,0.0136,0.0,0.0311,0.0,0.0,0.0,0.0,0.0699,0.0,0.0,0.0447,0.0,0.0,0.134,0.0699,0.0,0.0718,0.0,0.0272,0.0,0.0447,0.0,0.0816,0.0,0.0,0.2951,0.0,0.0,0.0,0.0,0.0427,0.0,0.0,0.0214,Bachelor's,Bachelor's,Private,Great Plains,Large City,0.3416,31,1350,55393,17781,9450,21996.5,19.3799992,85439.5,38900,44.93718,-93.168279
474,55105,174914,University of St Thomas,6344.0,0.7754,0.0328,0.0517,0.0427,0.002,0.0005,0.034,0.0279,0.0329,0.4889,0.011,0.5325,0.4675,24544.0,653436239.0,0.0,0.0162,0.0,0.0014,0.0374,0.0,0.0218,0.0,0.0359,0.0916,0.0,0.0113,0.0063,0.0,0.0169,0.0049,0.0,0.0803,0.0113,0.0,0.0113,0.0,0.0451,0.0,0.0155,0.0,0.0465,0.0,0.0106,0.0507,0.0,0.0,0.0,0.0,0.0106,0.0366,0.4306,0.007,Bachelor's,Graduate,Private,Great Plains,Large City,0.8617,26,1165,48421,12539,9892,22250.0,20.1200008,96397.0,48100,44.93718,-93.168279
475,55105,174914,University of St Thomas,6344.0,0.7754,0.0328,0.0517,0.0427,0.002,0.0005,0.034,0.0279,0.0329,0.4889,0.011,0.5325,0.4675,24544.0,653436239.0,0.0,0.0162,0.0,0.0014,0.0374,0.0,0.0218,0.0,0.0359,0.0916,0.0,0.0113,0.0063,0.0,0.0169,0.0049,0.0,0.0803,0.0113,0.0,0.0113,0.0,0.0451,0.0,0.0155,0.0,0.0465,0.0,0.0106,0.0507,0.0,0.0,0.0,0.0,0.0106,0.0366,0.4306,0.007,Bachelor's,Graduate,Private,Southwest,Large City,0.7724,26,1121,37271,11149,6830,20000.0,21.6399994,42131.5,43200,44.93718,-93.168279
476,55105,175005,St Catherine University,3238.0,0.601,0.1028,0.0991,0.1164,0.0046,0.0019,0.0368,0.0065,0.0309,0.716,0.034,0.0426,0.9574,18699.0,443700373.0,0.0,0.0023,0.0,0.0034,0.0295,0.0,0.0,0.0,0.0511,0.0,0.0,0.0182,0.0034,0.0,0.0238,0.0034,0.0,0.0227,0.0023,0.0,0.0079,0.0443,0.0,0.0,0.0057,0.0,0.0375,0.0023,0.0375,0.0306,0.0,0.0,0.0,0.0,0.0193,0.563,0.0851,0.0068,Bachelor's,Graduate,Private,Great Plains,Large City,0.6089,23,1051,43356,9805,6737,22697.0,25.2600002,52083.5,43700,44.93718,-93.168279
477,55455,174066,University of Minnesota-Twin Cities,31455.0,0.6667,0.05,0.0436,0.0998,0.0025,0.0008,0.0409,0.0833,0.0124,0.3908,0.022,0.4694,0.5306,106105.0,2978703313.0,0.029,0.0176,0.0115,0.0035,0.0333,0.0,0.0567,0.0037,0.0517,0.11,0.0,0.0204,0.0151,0.0,0.0398,0.0,0.0,0.1115,0.0404,0.0,0.0302,0.0109,0.0032,0.0,0.028,0.0,0.0697,0.0,0.0,0.1062,0.0001,0.0,0.0,0.0,0.0373,0.0393,0.1184,0.0124,Bachelor's,Graduate,Public,Great Plains,Large City,0.4442,28,1270,24278,13003,10892,18822.0,20.8700008,72908.5,43300,44.971976,-93.233777
478,56716,174075,University of Minnesota-Crookston,1834.0,0.7552,0.0627,0.0414,0.0333,0.0065,0.0,0.0311,0.0425,0.0273,0.3472,0.053,0.4738,0.5262,6127.0,85851885.0,0.1432,0.0751,0.0,0.0,0.061,0.0,0.0,0.0,0.0376,0.0117,0.0164,0.0,0.0,0.0,0.0094,0.0,0.0,0.0094,0.0,0.0,0.0446,0.0493,0.0,0.0,0.0,0.0,0.0,0.0164,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.1291,0.3897,0.0,Bachelor's,Bachelor's,Public,Great Plains,Distant Town,0.6916,22,1004,21549,5804,6497,14370.0,21.8099995,56026.0,38000,47.743247,-96.555408
479,55404,174127,Minneapolis College of Art and Design,717.0,0.6625,0.0642,0.0767,0.0921,0.0251,0.0056,0.0126,0.0237,0.0377,0.8808,0.04,0.3138,0.6862,3353.0,66429723.0,0.0,0.0,0.0,0.0,0.0315,0.1496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0472,0.0,0.6614,0.0,0.1102,0.0,Bachelor's,Graduate,Private,Great Plains,Large City,0.5895,23,1073,41935,12814,6334,21166.0,20.9799995,77197.0,27500,44.961996,-93.261208
480,55404,174437,North Central University,921.0,0.7003,0.051,0.0901,0.0358,0.0011,0.0043,0.0445,0.0098,0.063,0.6388,0.044,0.4549,0.5451,4897.0,83201439.0,0.0,0.0,0.0,0.0,0.0341,0.0244,0.0,0.0,0.1122,0.0,0.0,0.039,0.0732,0.0,0.0537,0.0049,0.0,0.0,0.0,0.0,0.1268,0.0146,0.0,0.2146,0.0,0.0,0.0488,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.0585,0.0146,0.1415,0.0,Bachelor's,Bachelor's,Private,Great Plains,Large City,0.9521,23,1044,28800,5608,7177,19500.0,20.4200001,60825.0,28700,44.961996,-93.261208
481,55812,174233,University of Minnesota-Duluth,9109.0,0.8438,0.0224,0.0308,0.0397,0.0054,0.0007,0.0338,0.0145,0.0089,0.5461,0.03,0.5297,0.4703,32591.0,598862781.0,0.0,0.017,0.0,0.0061,0.0523,0.0198,0.0448,0.0,0.0688,0.1372,0.0,0.0174,0.0,0.0,0.0071,0.0,0.0,0.083,0.025,0.0,0.0024,0.0382,0.0061,0.0,0.0264,0.0,0.0632,0.0,0.0127,0.0811,0.0,0.0,0.0,0.0,0.0344,0.0504,0.199,0.0075,Bachelor's,Graduate,Public,Great Plains,Small City,0.7822,24,1109,22796,6299,7487,18925.0,20.3400002,83294.5,39900,46.808688,-92.070727
482,56267,174251,University of Minnesota-Morris,1488.0,0.5847,0.0188,0.0491,0.0276,0.0759,0.0,0.131,0.1075,0.0054,0.4444,0.055,0.4315,0.5685,5401.0,71908727.0,0.0,0.0562,0.0,0.0207,0.0,0.0,0.0592,0.0,0.0473,0.0,0.0,0.0178,0.0,0.0,0.0769,0.003,0.0,0.1509,0.0385,0.0,0.0178,0.0325,0.0089,0.0,0.0888,0.0,0.1065,0.0,0.0473,0.0976,0.0,0.0,0.0,0.0,0.0355,0.0,0.0651,0.0296,Bachelor's,Bachelor's,Public,Great Plains,Remote Town,0.5764,26,1168,22853,8451,6597,14768.0,20.2000008,71476.0,34500,45.582554,-95.928714
483,55113,174491,University of Northwestern-St Paul,1818.0,0.7992,0.0358,0.0589,0.038,0.0028,0.0,0.038,0.0083,0.0193,0.3858,0.026,0.4092,0.5908,7529.0,128611416.0,0.0,0.0,0.0,0.0,0.0726,0.0101,0.0101,0.0,0.0766,0.0,0.004,0.0081,0.0,0.0,0.0363,0.0605,0.0,0.0464,0.0383,0.0,0.0323,0.0605,0.002,0.0746,0.0,0.0,0.0847,0.0383,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0988,0.1552,0.0282,Bachelor's,Graduate,Private,Great Plains,Large Suburb,0.6915,25,1126,37803,7118,6078,18636.5,23.3600006,65093.0,32100,45.012196,-93.151186
484,56374,174747,College of Saint Benedict,1782.0,0.7868,0.0253,0.0825,0.0539,0.0067,0.0011,0.0,0.0438,0.0,0.684,0.01,0.0,1.0,5486.0,78319980.0,0.0,0.0159,0.0,0.008,0.0,0.0,0.0159,0.0,0.0895,0.0,0.0,0.0239,0.0,0.0,0.1471,0.0,0.0,0.1153,0.0139,0.0,0.1034,0.0,0.002,0.004,0.0298,0.0,0.1153,0.0,0.0,0.0696,0.0,0.0,0.0,0.0,0.0239,0.0895,0.1252,0.008,Bachelor's,Bachelor's,Private,Great Plains,Mid-size Suburb,0.7554,26,1157,47734,10965,8036,23250.0,19.4500008,94964.0,45200,45.670028,-94.303347
485,56301,174783,Saint Cloud State University,8983.0,0.6578,0.0866,0.0394,0.0647,0.002,0.0007,0.0392,0.1046,0.005,0.4127,0.046,0.4895,0.5105,39781.0,678994055.0,0.0,0.0047,0.0,0.0028,0.0614,0.0,0.0358,0.0,0.0967,0.0353,0.014,0.0051,0.0,0.0,0.0144,0.0637,0.0,0.0558,0.0079,0.0,0.0479,0.0112,0.0009,0.0,0.0149,0.0,0.0712,0.0423,0.0316,0.0377,0.0,0.0,0.0,0.0005,0.0256,0.086,0.2302,0.0023,Bachelor's,Graduate,Public,Great Plains,Small City,0.8691,22,1010,17892,6521,8224,15348.0,21.3899994,66431.0,38700,45.487084,-94.242777
486,56321,174792,Saint Johns University,1667.0,0.7804,0.0456,0.081,0.0336,0.0066,0.003,0.0006,0.0492,0.0,0.6471,0.013,1.0,0.0,4710.0,69400583.0,0.0,0.0262,0.0,0.0052,0.0,0.0,0.0394,0.0,0.0131,0.0,0.0,0.0052,0.0,0.0,0.1102,0.0,0.0,0.0787,0.0236,0.0,0.0656,0.0,0.0,0.0026,0.0656,0.0,0.0472,0.0,0.0,0.1417,0.0,0.0,0.0,0.0,0.0341,0.0157,0.3228,0.0026,Bachelor's,Graduate,Private,Great Plains,Fringe Rural,0.7516,26,1155,46397,12673,7899,23150.0,19.5499992,99495.0,51100,45.581117,-94.391288
487,55987,174817,Saint Mary's University of Minnesota,1409.0,0.6792,0.0873,0.0795,0.0319,0.0035,0.0014,0.0043,0.0334,0.0795,0.6015,0.036,0.4301,0.5699,18045.0,496681789.0,0.0,0.0,0.0,0.0,0.0192,0.0043,0.0426,0.0,0.0661,0.0043,0.0064,0.0,0.0,0.0,0.0107,0.0,0.0,0.064,0.0021,0.0,0.0021,0.0,0.0341,0.0021,0.0064,0.0,0.0597,0.0576,0.0043,0.0064,0.0,0.0,0.0,0.0,0.0384,0.1173,0.4392,0.0128,Bachelor's,Graduate,Private,Great Plains,Distant Town,0.7485,23,1068,38470,5196,6585,18054.0,22.9400005,75332.0,39300,43.994226,-91.625441
488,55987,175272,Winona State University,7052.0,0.8456,0.0305,0.0377,0.0223,0.003,0.0007,0.0305,0.0241,0.0057,0.6048,0.035,0.3612,0.6388,24833.0,397632148.0,0.0,0.0,0.0,0.0,0.0453,0.0,0.0279,0.0,0.1278,0.0116,0.0,0.0134,0.0,0.0105,0.0099,0.0302,0.0,0.0575,0.0046,0.0,0.0314,0.0796,0.0,0.0,0.0197,0.0,0.0441,0.0267,0.0523,0.0238,0.0,0.0,0.0,0.0,0.0157,0.1864,0.1742,0.0075,Bachelor's,Graduate,Public,Great Plains,Distant Town,0.6075,23,1070,20449,6161,7570,18288.0,20.7099991,80304.0,39000,43.994226,-91.625441
489,55375,174862,Crown College,844.0,0.7026,0.1019,0.0735,0.0711,0.0047,0.0,0.0249,0.0178,0.0036,0.5845,0.073,0.4953,0.5047,4639.0,93782346.0,0.0,0.0,0.0,0.0,0.0379,0.0,0.0047,0.0,0.0853,0.0,0.0,0.0,0.0,0.0,0.0047,0.0427,0.0,0.019,0.0,0.0,0.0284,0.09,0.0,0.2607,0.0,0.0,0.1564,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0047,0.1137,0.1185,0.0142,Bachelor's,Graduate,Private,Great Plains,Fringe Rural,0.55,21,983,34574,3243,4584,14625.0,26.2399998,53587.5,30000,44.908107,-93.721559
490,55811,174899,The College of Saint Scholastica,2457.0,0.8356,0.0317,0.0387,0.0265,0.0073,0.0004,0.0346,0.0232,0.002,0.6626,0.028,0.2873,0.7127,14403.0,366788596.0,0.0,0.0,0.0,0.0,0.0099,0.0,0.0362,0.0,0.0373,0.0,0.0,0.0,0.0,0.0,0.0055,0.0099,0.0,0.0911,0.0,0.0,0.0044,0.0,0.0022,0.0,0.0099,0.0,0.0527,0.0,0.1098,0.0055,0.0,0.0,0.0,0.0,0.0033,0.4874,0.1284,0.0066,Bachelor's,Graduate,Private,Great Plains,Small City,0.7265,24,1085,40685,7878,6904,19310.5,24.0599995,63879.0,46300,46.842463,-92.221917
